BW3S_GoldenTournament_HowToPlay_GoldenFinal_MainBody,"Поздравляем! Ты в золотом финале турнира Bubble Witch 3 Saga.
Сумеешь стать чемпионом по Bubble Witch и лучшим игроком всех времен?!

Золотой финал
Финальный раунд – настоящая проверка навыков! Тебе нужно пройти 5 уровней с лучшим счетом, чтобы получить крупнейшую золотую награду всех времен!

- Все 5 уровней нужно пройти за отведенное время.
- На каждый уровень дается всего 1 попытка.
- На прохождение каждого уровня дается 60 секунд.
- На каждом уровне максимум 20 ходов.
- Никаких бустеров и препятствий.
- Для участия нужно подключение к Интернету.
- Победители узнают результаты примерно через 2 дня после окончания турнира.

Удачи!"
BW3S_GoldenTournament_HowToPlay_MainBody,"Собери больше всех звезд в группе и попади в следующий раунд.
Отборочный тур: по его итогам 10 лучших игроков перейдут в 1-й раунд.
Раунд 1: 3 лучших игрока каждой группы перейдут во в2-й раунд.
Раунд 2: лучший игрок каждой группы попадет в золотой финал, который будет проходить на веб-сайте. 
Золотой финал: пройдет на веб-сайте. Игрокам предстоит пройти 5 шарикарных уровней. Игрок с самым лучшим счетом станет победителем турнира и получит крупнейший приз всех времен."
BW3S_GoldenTournament_HowToPlay_Title,"Как играть"
BW3S_GoldenTournament_Info,Инфо
BW3S_GoldenTournament_InstallNow,"Установи прямо сейчас!"
BW3S_GoldenTournament_InstallWebapp,"Для установки приложения на телефон коснись [значка] и нажми кнопку «Добавить на главный экран»."
BW3S_GoldenTournament_Language,"Выбери язык"
BW3S_GoldenTournament_LetsGo,Вперед!
BW3S_GoldenTournament_Level1,"Уровень 1"
BW3S_GoldenTournament_Level2,"Уровень 2"
BW3S_GoldenTournament_Level3,"Уровень 3"
BW3S_GoldenTournament_Level4,"Уровень 4"
BW3S_GoldenTournament_Level5,"Уровень 5"
BW3S_GoldenTournament_LevelComplete,"Уровень пройден!"
BW3S_GoldenTournament_LevelsComplete2,"Уровни пройдены!"
BW3S_GoldenTournament_Loading,Загрузка...
BW3S_GoldenTournament_Moves,"У тебя ходов: [X]"
BW3S_GoldenTournament_Moves2,Ходов
BW3S_GoldenTournament_Name,"В имени должно быть хотя бы 3 символа"
BW3S_GoldenTournament_NameExists,"Имя уже занято"
BW3S_GoldenTournament_NameOneWord,"Имя игрока должно быть одним словом"
BW3S_GoldenTournament_NameRequired,"Нужно имя игрока"
BW3S_GoldenTournament_NameSpecialCharacters,"В имени игрока не должно быть особых символов"
BW3S_GoldenTournament_NameUnacceptable,"Недопустимое имя пользователя"
BW3S_GoldenTournament_NameUnique,"Имя игрока должно быть уникальным"
BW3S_GoldenTournament_NextLevel,"Следующий уровень"
BW3S_GoldenTournament_Nickname,"Используй ник или имя, но не фамилию!"
BW3S_GoldenTournament_Pop,"Взорви как можно больше шариков!"
BW3S_GoldenTournament_PrivacyPolicy,"Политика конфиденциальности"
BW3S_GoldenTournament_Prize_MainBody,"В золотом финале игрок, который пройдет 5 шарикарных уровней с наибольшим счетом, станет главным победителем и получит самый большой золотой приз в истории – 600 золотых слитков (по 50 в месяц в течение года), а также корону чемпиона золотого турнира Bubble Witch 3 Saga, что сделает его или ее лучшим игроком BW3S всех времен!
 
Но помните:
Игра не начнется, пока в 1-м раунде не наберется группа из 20 человек, а во 2-м – из 10 человек. Чтобы попасть в группу и начать игру, нужно поторопиться. Когда начнется раунд, войдите в игру как можно скорее, чтобы точно оказаться в группе. 

Во время отборочного и первых двух раундов можно играть без подключения к сети, однако при этом мы не будем знать, сколько вы собрали звезд. Их количество синхронизируется только после подключения к сети, поэтому рекомендуем вам по возможности играть онлайн, чтобы счет обновлялся в реальном времени. В противном случае он может синхронизироваться уже после окончания раунда и не пойдет в зачет. 

Участвовать в золотом финальном раунде придется онлайн, так как он будет проходить на веб-сайте."
BW3S_GoldenTournament_Prize_Title,Приз
BW3S_GoldenTournament_RewardLine,"Те, кто попадет в 10 лучших, но не перейдет на следующий этап, тоже получат награду."
BW3S_GoldenTournament_Rules_Title,Правила
BW3S_GoldenTournament_Schedule_MainBody,"Отборочный тур:
Начало: 28 октября в 11:00 (МСК)
Конец: 4 ноября в 11:00 (МСК).
 
Раунд 1:
Начало: 8 ноября в 11:00 (МСК)
Конец: 10 ноября в 11:00 (МСК)
 
Раунд 2:
Начало: 13 ноября в 11:00 (МСК)
Конец: 14 ноября в 11:00 (МСК)

Золотой финал:
Начало: 16 ноября в 11:00 (МСК)
Конец: 18 ноября в 11:00 (МСК)."
BW3S_GoldenTournament_Schedule_Title,Расписание
BW3S_GoldenTournament_Score,Счет
BW3S_GoldenTournament_Share,Поделиться
BW3S_GoldenTournament_ShootMatchPop,"Стреляй, совмещай и взрывай столько шариков, сколько сможешь!"
BW3S_GoldenTournament_TermsAndConditions_Title,"Условия пользования"
BW3S_GoldenTournament_Timer,"Конец через [X]"
BW3S_GoldenTournament_WantMore,"Хочешь еще больше Bubble Witch 3 Saga?"
BW3S_GoldenTournament_Wrong,"Что-то пошло не так. Попробуй снова."
BW3S_MC_BUILDER_1,Туловище
BW3S_MC_BUILDER_2,Губы
BW3S_MC_BUILDER_3,Глаза
BW3S_MC_BUILDER_4,Очки
BW3S_MC_BUILDER_5,Шляпа
BW3S_MC_BUILDER_6,Галстук-бабочка
BW3S_MC_CHARACTER_BUTTON,Далее
BW3S_MC_CHARACTER_FOOTER,"Выбери хотя бы 1 вариант, чтобы продолжить."
BW3S_MC_CHARACTER_TITLE,"Создай собственного персонажа!"
BW3S_MC_COOKIE,"Внимание! На этом сайте используются файлы cookie. Продолжая его просматривать, вы соглашаетесь на использование файлов cookie."
BW3S_MC_ERRORLOADING_BODY,"Что-то пошло не так. Пожалуйста, перезагрузи страницу."
BW3S_MC_ERRORLOADING_TITLE,Ой…
BW3S_MC_ERROR_BUTTON,Отправить
BW3S_MC_ERROR_MESSAGE,"Не можем найти твоего персонажа. Отправь его снова."
BW3S_MC_ERROR_TITLE,"Знакомься, это {INSERT NAME}!"
BW3S_MC_GALLERY_Body,"Узнай, каких персонажей создали игроки!"
BW3S_MC_GALLERY_TITLE,"Галерея персонажей"
BW3S_MC_MOBILEONLY_BODY,"Используй мобильное устройство."
BW3S_MC_MOBILEONLY_TITLE,"Только для мобильных устройств!"
BW3S_MC_NAME_1,Фрэнсис
BW3S_MC_NAME_1_v2,Стиви
BW3S_MC_NAME_2,Джаспер
BW3S_MC_NAME_2_v2,Камерон
BW3S_MC_NAME_3,Алекс
BW3S_MC_NAME_TITLE,"Выбери имя..."
BW3S_MC_NOTAVAILABLE_BODY,"Страница недоступна."
BW3S_MC_NOTAVAILABLE_TITLE,"Палочка сломалась..."
BW3S_MC_NOT_FOUND,"Игрок не найден."
BW3S_MC_ROTATE_BODY,"Поверни, пожалуйста, устройство."
BW3S_MC_SUMMARY_BUTTON,Отправить
BW3S_MC_SUMMARY_TITLE,"Знакомься, это {INSERT NAME}!"
BW3S_MC_THANKS_BUTTON_1,"Показать персонаж другим"
BW3S_MC_THANKS_BUTTON_2,"В игру"
BW3S_MC_THANKS_BUTTON_3,"Галерея персонажей"
BW3S_MC_THANKS_TITLE,Готово!
BW3S_MC_WEBVIEW_HOW_BODY,"Собери больше всех звезд в группе, чтобы попасть в следующий раунд.
 
Отборочный тур: 10 лучших ловцов звезд из каждой группы выйдут в полуфинал.
 
Полуфинал: лучшие 10 ловцов звезд каждой группы выйдут в финал.
 
Финал: 1 лучший ловец из каждой группы выиграет уникальный приз – возможность помочь в создании нового персонажа Bubble Witch 3!"
BW3S_MC_WEBVIEW_HOW_TITLE,"Как играть"
BW3S_MC_WEBVIEW_RULES_BODY,"Во время отборочного тура все игроки будут разбиты на группы по 50 человек. Лучшие 10 игроков каждой группы получат внутриигровые награды (заклинания или звездную пыль) и перейдут в следующий этап: полуфинал.
 
В полуфинале игроки будут поделены на группы по 20 человек. Лучшие 10 игроков каждой группы выйдут в финал.
 
В финале игроки будут разделены на группы по 20 человек. Игроки, набравшие больше всего звезд в каждой группе, станут победителями в этой группе и получат главный приз — шанс помочь в разработке нового персонажа Bubble Witch 3 Saga. Этот приз получат несколько игроков.
 
Группы смогут участвовать в полуфинале и финале только когда в них наберется по 20 человек. Так что поспеши, чтобы попасть в группу! Постарайся войти в игру сразу после начала испытания, чтобы повысить свои шансы. Если не успеешь попасть в каком-то из туров, то получишь внутриигровые награды (заклинания или звездную пыль)."
BW3S_MC_WEBVIEW_RULES_TITLE,Правила
BW3S_MC_WEBVIEW_SCHEDULE_BODY,"Отборочный тур:
Начало: Хэллоуин, 31 октября в 10:00 (МСК)
Конец: 5 ноября в 10:00 (МСК)
 
Полуфинал:
Начало: 6 ноября в 10:00 (МСК)
Конец: 8 ноября в 10:00 (МСК)
 
Финал:
Начало: 10 ноября в 10:00 (МСК)
Конец: 12 ноября в 10:00 (МСК)."
BW3S_MC_WEBVIEW_SCHEDULE_TITLE,Правила
BW3S_MC_WELCOME_BODY,"Выбери внешний вид персонажа и поделись с друзьями!"
BW3S_MC_WELCOME_BUTTON,Начать
BW3S_MC_WELCOME_FOOTER,"Когда игроки выберут самого популярного персонажа, команда Bubble Witch 3 Saga сделает на его основе нового героя."
BW3S_MC_WELCOME_TITLE,"Создай собственного персонажа!"
